ticker,year,roe
361610,2021,
361610,2022,-0.013648506405099662
361610,2023,0.035827308881892624
007070,2021,
007070,2022,0.00998693918445289
007070,2023,0.004360926029234805
003690,2021,
003690,2022,0.10254014047646397
003690,2023,0.09512192943477729
085620,2021,
085620,2022,0.030539948635846633
085620,2023,0.02855482242956876
298020,2021,
298020,2022,0.00948018684038234
298020,2023,0.0746373707473523
005070,2021,
005070,2022,0.11025707103701415
005070,2023,0.0740733988956148
002790,2021,
002790,2022,0.018542953268826788
002790,2023,0.03572064941890534
003540,2021,
003540,2022,0.04332825774442142
003540,2023,0.04693422151586232
081660,2021,
081660,2022,0.1831698566352811
081660,2023,0.022501240336234407
395400,2023,
023590,2021,
023590,2022,0.1609183096226404
023590,2023,0.09349131089972032
003530,2021,
003530,2022,-0.03527145152910618
003530,2023,0.00594409614004071
001120,2021,
001120,2022,0.22785555887692538
001120,2023,0.051654046863010596
462870,2022,-0.209059850745543
462870,2023,0.9916475316792726
003570,2021,
003570,2022,0.03490822213144772
003570,2023,0.07285124327526532
069620,2021,
069620,2022,0.06947090703994664
069620,2023,0.17703316829427182
006040,2022,0.07398240490214425
006040,2023,0.08623443007437609
030610,2021,
030610,2022,0.02771749624518679
030610,2023,0.03928871691627383
004000,2021,
004000,2022,0.06370756350786154
004000,2023,0.07783412130653866
012630,2021,0.04749788917390076
012630,2022,-0.002127478734177182
012630,2023,0.04563023638883011
032350,2021,
032350,2022,-0.9553540439245638
032350,2023,-1.3287110379049476
006280,2021,
006280,2022,0.04928245499253254
006280,2023,-0.02026495311035369
294870,2021,0.061351625195939966
294870,2022,0.017453368945495838
294870,2023,0.058645889173309866
195870,2021,
195870,2022,0.3563630283035025
195870,2023,0.1754596700166419
001800,2021,
001800,2022,0.04756977811877759
001800,2023,0.039267569268868555
034230,2021,
034230,2022,0.018606976015526386
034230,2023,0.045203707902570174
051915,2022,0.05867502187241618
051915,2023,0.04204101878823554
073240,2021,
073240,2022,-0.07012974586675769
073240,2023,0.13200158119998393
020560,2021,
020560,2022,0.15978840398603447
020560,2023,0.16614224367586344
007310,2021,
007310,2022,0.1510582156995276
007310,2023,0.08546483059515952
003470,2022,0.02894629488493594
003470,2023,0.04079471248693625
006340,2021,
006340,2022,0.014782559732174471
006340,2023,0.1001724183507429
093370,2021,
093370,2022,0.2649769813898245
093370,2023,-0.15886981872251807
001740,2021,
001740,2022,0.03834289835760741
001740,2023,-0.00032446692844591524
281820,2021,
281820,2022,0.13001840673627107
281820,2023,0.07216169424170063
100090,2021,
100090,2022,0.0427313281985056
100090,2023,0.094579238126998
000210,2021,
000210,2022,0.017782643224703815
000210,2023,-0.03438287546802216
082640,2021,
082640,2022,-0.0023374123038882545
082640,2023,0.061782615572932534
003090,2021,
003090,2022,0.12374763142037236
003090,2023,0.17312652812882534
192080,2021,
192080,2022,-0.18126583240660366
192080,2023,0.18620984136222493
003240,2021,
003240,2022,0.06346625361773103
003240,2023,-0.00463080024407204
181710,2021,
181710,2022,-0.018964279237806702
181710,2023,-0.00513618825091589
300720,2021,
300720,2022,0.054405021502115014
300720,2023,0.11211639942437546
089860,2021,
089860,2022,0.07292400171303719
089860,2023,0.0901276622778421
000670,2021,
000670,2022,0.09392292802558551
000670,2023,-0.015762419163674123
330590,2023,
456040,2023,0.05307842642180602
000080,2021,
000080,2022,0.07496232042350416
000080,2023,0.03160638222786396
100840,2021,
100840,2022,0.07256677928360504
100840,2023,0.08493870088727834
280360,2022,0.02324019831148364
280360,2023,0.034592515388745214
001510,2021,
001510,2022,0.014925512005109397
001510,2023,0.004025842530707372
005690,2021,
005690,2022,0.10776466387906089
005690,2023,0.045561456936136786
298050,2021,
298050,2022,0.1771661935635768
298050,2023,0.0604184620109502
000815,2021,
000815,2022,0.1298854222844722
000815,2023,0.12711990305266022
185750,2021,
185750,2022,0.13006790331038673
185750,2023,0.29556082238948905
006650,2021,
006650,2022,-0.08005203833271138
006650,2023,-0.015754133594250215
009155,2021,
009155,2022,0.1300726173704123
009155,2023,0.054978686479533
066575,2021,
066575,2022,0.06299679845965493
066575,2023,0.03688359391406369
005300,2021,
005300,2022,0.0921778950571531
005300,2023,0.11611863965092038
006110,2021,
006110,2022,0.12474111324135351
006110,2023,0.017337697413000737
075580,2021,
075580,2022,0.07068149106704384
075580,2023,0.09924086629670126
248070,2021,
248070,2022,0.1626080167399385
248070,2023,0.34826475284625347
365550,2023,
071055,2022,0.08292904313544701
071055,2023,0.08807910545121345
002020,2021,
002020,2022,0.14645360685927625
002020,2023,0.007915111997496976
009450,2021,
009450,2022,0.10349984273095443
009450,2023,0.15086405567805392
192400,2021,
192400,2022,0.1205748522592335
192400,2023,0.1272270918908136
033240,2021,
033240,2022,-0.1112680309666177
033240,2023,-0.06757620686685449
006120,2021,
006120,2022,0.15162526061763942
006120,2023,0.06632551376734602
057050,2021,
057050,2022,0.044070293812609816
057050,2023,0.067811711650125
108320,2021,
108320,2022,0.24589879716439594
108320,2023,0.10503061840352873
484870,2021,
484870,2022,0.03880622189270382
484870,2023,0.07871298163138434
079900,2021,
079900,2022,0.25119120823270424
079900,2023,0.2934863062877848
036530,2021,
036530,2022,0.05210418229939973
036530,2023,0.08497988576304186
00088K,2021,
00088K,2022,0.10861147340090095
00088K,2023,0.03522370324069364
137310,2021,
137310,2022,0.3095343294290533
137310,2023,-0.16217568862547502
285130,2021,
285130,2022,0.08909775627728747
285130,2023,0.018691701642167994
003160,2021,
003160,2022,0.09651630365095634
003160,2023,0.02085572088129244
025540,2021,
025540,2022,0.055968546560500675
025540,2023,0.08089978237635927
336370,2021,
336370,2022,-0.020798880133122883
336370,2023,0.29338986255956845
090460,2021,
090460,2022,0.25666233233936
090460,2023,0.15108968822679564
004490,2021,
004490,2022,0.03532734827408321
004490,2023,0.09288039605606441
064960,2022,0.09955151153216749
064960,2023,0.09545899950384559
005090,2021,
005090,2022,0.16253091323391433
005090,2023,0.05961268435427107
030190,2021,
030190,2022,0.15424676057269185
030190,2023,0.15760163797577642
178920,2022,0.13387042002726685
178920,2023,-0.00547151735404979
071320,2021,
071320,2022,-0.11062126174838463
071320,2023,0.10632990170104857
003030,2021,
003030,2022,0.18515351833935823
003030,2023,0.17178732882153017
003620,2021,
003620,2022,-0.055021840831093426
003620,2023,0.008203949585180358
079160,2021,
079160,2022,-0.44153185943293544
079160,2023,-0.24116244446486845
009240,2021,
009240,2022,-0.16013781626737134
009240,2023,-0.15771470590841372
003850,2021,
003850,2022,0.08120375984662302
003850,2023,0.07552182277545264
005880,2021,
005880,2022,0.10324122540512633
005880,2023,0.04354825176059773
011930,2021,
011930,2022,0.1617816620905363
011930,2023,0.07144704496481145
007700,2021,
007700,2022,0.06445877696809975
007700,2023,0.058418865775105314
00104K,2021,
00104K,2022,0.038989320941397725
00104K,2023,0.0364209604561911
317450,2021,
214320,2021,
214320,2022,0.08310096886703676
214320,2023,0.11560767596259816
001270,2021,
001270,2022,0.060895293277030464
001270,2023,0.07889270207670898
014820,2021,
014820,2022,0.09935590289388077
014820,2023,0.08557699987034692
000370,2021,
000370,2022,0.07081888862822662
000370,2023,0.07762947601345453
217590,2021,
217590,2022,-0.07596572194822918
217590,2023,0.10101594157097733
001500,2021,
001500,2022,0.0711244011520092
001500,2023,0.042766973899526266
161000,2021,
161000,2022,0.08260729513908041
161000,2023,0.0451997130429911
010780,2021,
010780,2022,0.1400694247137744
010780,2023,0.10904393109712593
093050,2021,
093050,2022,0.10367158625605974
093050,2023,0.05506458619001899
069260,2021,
069260,2022,0.11038733944495342
069260,2023,0.17053136802688687
460860,2023,0.08259213280405416
016380,2021,
016380,2022,0.31702000170787126
016380,2023,0.13088326025621128
001060,2021,
001060,2022,0.13268622697696167
001060,2023,0.14632950692123817
249420,2021,
249420,2022,-0.7403380511376024
249420,2023,-0.4375343029087362
114090,2021,
114090,2022,-0.05946933104108953
114090,2023,0.11041239369855727
002350,2021,
002350,2022,-0.017480148994283552
002350,2023,0.06258158766496194
017940,2021,
017940,2022,0.09831555702134688
017940,2023,0.13900635709163506
001680,2021,
001680,2022,0.06373663888243898
001680,2023,0.051119036545164837
293940,2023,
005420,2021,
005420,2022,0.05256562213711285
005420,2023,-0.10553035133089625
002840,2021,
002840,2022,0.2112500578032264
002840,2023,0.16953156038039438
383800,2022,0.1056053250805509
383800,2023,0.0481633603049047
015860,2021,
015860,2022,0.04261185765351806
015860,2023,0.062387422593274885
005180,2021,
005180,2022,0.04461080455875825
005180,2023,0.1416475534282514
001820,2021,
001820,2022,0.13009356798345345
001820,2023,0.08902555465544744
058650,2021,
058650,2022,0.05958845584663008
058650,2023,0.03887990778979574
009900,2021,
009900,2022,0.2233243473684964
009900,2023,0.3322286601517958
002240,2021,
002240,2022,0.050642727918582285
002240,2023,0.04360411080707172
017900,2021,
017900,2022,0.060843534168697304
017900,2023,-0.004182122486130007
016610,2021,
016610,2022,-8.547149480727723e-05
016610,2023,0.006471463359363125
271940,2021,
271940,2022,0.02237979595684714
271940,2023,0.004469986214831911
039130,2021,
039130,2022,-0.5415246641736692
039130,2023,0.32028671046518437
000640,2021,
000640,2022,0.011357346671323832
000640,2023,0.058150595083904154
000400,2021,
000400,2022,-0.05501980611099905
000400,2023,0.1839669370129365
003280,2021,
003280,2022,0.17351398979614335
003280,2023,0.230229491776955
005250,2021,
005250,2022,0.031629502839703845
005250,2023,-0.05365378804886705
010820,2021,
010820,2022,0.031664451487064794
010820,2023,0.07765028580629085
001570,2021,
001570,2022,-0.28287347519483863
001570,2023,-0.3851861383650792
002960,2021,
002960,2022,0.23656455786448716
002960,2023,0.3126572657661512
005810,2021,
005810,2022,0.07658183245749722
005810,2023,0.08448214171664561
453340,2023,0.06250384162072452
006380,2021,
006380,2022,-6.999529691283735
006380,2023,-30.02992161596086
130660,2021,
130660,2022,0.16924222308576067
130660,2023,0.15533547406823214
008060,2021,
008060,2022,0.031773218863266076
008060,2023,0.021065881355017187
005389,2021,
005389,2022,0.08942838812921355
005389,2023,0.13682527583407714
008730,2022,-0.01242936018205324
008730,2023,-0.05963429081020542
019170,2021,
019170,2022,-0.10733067850700581
019170,2023,-0.191341954017162
268280,2021,
268280,2022,0.17110526949637883
268280,2023,0.049486233574253094
001200,2021,
001200,2022,0.01606358437025214
001200,2023,0.030888777666471433
003545,2021,
003545,2022,0.04332825774442142
003545,2023,0.04693422151586232
020000,2021,
020000,2022,0.09206750969167236
020000,2023,0.06137326376118907
001530,2021,
001530,2022,0.08995311840099533
001530,2023,0.00546255293210889
003000,2021,
003000,2022,-0.009402318090778274
003000,2023,-0.1279992723542094
009410,2021,
009410,2022,0.022786587352584476
009410,2023,-4.734174590799276
014830,2021,
014830,2022,0.13783977564736763
014830,2023,0.01802537966619143
003300,2021,
003300,2022,0.06304510925921003
003300,2023,0.07121956969329171
452260,2023,-0.036326379997769886
284740,2021,
284740,2022,0.16371145084853708
284740,2023,0.14852299636938132
000157,2021,
000157,2022,-0.3888905795884704
000157,2023,-0.22740525699719252
005945,2021,
005945,2022,0.0420049137572883
005945,2023,0.0750163193254517
006405,2021,
006405,2022,0.11841448959841619
006405,2023,0.11482135975536943
034310,2021,
034310,2022,0.04882496893295413
034310,2023,0.0051401935016919705
105840,2021,
105840,2022,0.0606329871512313
105840,2023,0.07190717079070505
004690,2021,
004690,2022,0.03503149853002623
004690,2023,0.08226393929825332
031430,2021,
031430,2022,0.14241219534970195
031430,2023,0.04669476814872736
092790,2021,
092790,2022,0.5054710595772413
092790,2023,0.35491233932888094
377740,2022,0.19235531428284883
377740,2023,-0.012985931852598442
002030,2021,
002030,2022,0.08556597353968082
002030,2023,0.09062532158825441
000070,2021,0.13570777790725097
000070,2022,0.04007863659442547
000070,2023,0.09108655014182347
381970,2021,
381970,2022,0.1235194734249072
381970,2023,0.11800922668036529
002710,2021,
002710,2022,0.1439724597993103
002710,2023,-0.035670224263928546
058430,2021,
058430,2022,0.06637641293427843
058430,2023,0.07067597876208762
306200,2021,
306200,2022,0.19215191146964503
306200,2023,0.20679940061728735
090435,2022,0.02802368187483926
090435,2023,0.03714741640457815
027410,2021,
027410,2022,0.014928117034871367
027410,2023,0.04808752249478601
950210,2022,-0.49181787015223966
950210,2023,0.03990994981728638
016590,2021,
016590,2022,0.08556392164231448
016590,2023,0.08406806340551295
029530,2021,
029530,2022,0.047201733678541816
029530,2023,0.05654098977070997
126720,2021,
126720,2022,0.09119073984056561
126720,2023,0.10212864780695004
015360,2021,
015360,2022,-0.020731900263814204
015360,2023,0.04990935559968117
006220,2021,
006220,2022,0.043728705729955124
006220,2023,0.009645411527788939
145990,2021,
145990,2022,0.052111001071822975
145990,2023,0.07579730549891474
025860,2021,
025860,2022,0.0923720255608616
025860,2023,0.023419987800870887
403550,2021,
403550,2022,-0.07325965666388753
403550,2023,-0.18433237840334799
192650,2021,
192650,2022,0.15801750204895879
192650,2023,0.03738566602445585
010690,2021,
010690,2022,0.2079659405081946
010690,2023,0.19271711880977416
344820,2021,
344820,2022,0.06514304725115724
344820,2023,0.05576711718007978
004700,2021,
004700,2022,0.016033416981040504
004700,2023,0.02225972746716007
003720,2021,
003720,2022,0.0521226166097681
003720,2023,0.31445516631840714
072710,2021,
072710,2022,0.031705376775724346
072710,2023,0.06109403666076851
105630,2021,
105630,2022,0.1594439402834381
105630,2023,0.1897645635957655
145720,2021,
145720,2022,0.23019665539741596
145720,2023,0.2302351045103557
357120,2022,
357120,2023,
029460,2021,
029460,2022,0.1408746960174847
029460,2023,0.06440169010522742
089590,2021,
089590,2022,-0.6246261806071097
089590,2023,0.4486191546804332
183190,2021,
183190,2022,0.06585122643041845
183190,2023,0.08960405734142815
017810,2021,
017810,2022,-0.04512242759832387
017810,2023,0.05347733442572998
009160,2021,
009160,2022,0.1269627033849411
009160,2023,-0.0109347305029415
170900,2021,
170900,2022,0.02017943640845358
170900,2023,0.016738807567843548
194370,2021,
194370,2022,0.25296031159504173
194370,2023,0.35784365232322235
005610,2021,
005610,2022,0.1368173302156538
005610,2023,0.12430928380467801
084010,2021,
084010,2022,0.17734908351696704
084010,2023,0.09879652361566907
001390,2021,
001390,2022,0.39997727844589714
001390,2023,0.11060883662869368
012030,2021,
012030,2022,0.02004694246614429
012030,2023,0.059642419548539466
011760,2021,
011760,2022,0.18177666992419445
011760,2023,0.16565166152269484
009290,2021,
009290,2022,0.0467281975135627
009290,2023,0.06961848025836494
097520,2021,
097520,2022,0.07433170849754564
097520,2023,0.08827123530803037
016800,2021,
016800,2022,0.012425698564304
016800,2023,0.13331937972889868
060980,2021,
060980,2022,0.003084866221387942
060980,2023,0.0501175218094043
034830,2021,
034830,2022,0.023563814649717175
034830,2023,-0.008360116081916176
200880,2021,
200880,2022,0.07713896114538431
200880,2023,0.1968003828131304
017860,2021,
017860,2022,0.19490208104370363
017860,2023,0.1920389433630395
002810,2021,
002810,2022,0.11639615028709666
002810,2023,0.10380627072288827
018250,2021,
018250,2022,0.046203920500717935
018250,2023,0.13079200196835497
091810,2021,
091810,2022,-1.9977564791732048
091810,2023,0.9155821151933886
078520,2021,
078520,2022,0.008131271292791616
078520,2023,0.06053039481471605
026890,2021,
026890,2022,0.06824686113412559
026890,2023,0.11382483307918313
005720,2021,
005720,2022,0.015483920759142853
005720,2023,0.03628243149784907
092220,2021,
092220,2022,0.07350607659892408
092220,2023,-0.11798925533184092
092230,2021,
092230,2022,0.010752113411872493
092230,2023,0.09543942792317749
104700,2021,
104700,2022,0.10944550215014669
104700,2023,0.08262812012189735
001750,2021,
001750,2022,0.05231604877106433
001750,2023,0.07396731508924954
011500,2021,
011500,2022,0.056171183729734966
011500,2023,0.07868261770845207
001250,2021,
001250,2022,0.17679762519105016
001250,2023,0.06781278338165538
001230,2021,
001230,2022,0.127456284594137
001230,2023,0.09451014806970152
007690,2021,
007690,2022,0.0879193548217184
007690,2023,0.00917076043778737
02826K,2021,
02826K,2022,0.07661279076481903
02826K,2023,0.07282780711336696
126560,2021,
126560,2022,-0.007150053361922307
126560,2023,-0.002518482920268034
108670,2021,
108670,2022,-0.1501327661123954
108670,2023,0.07661360571632284
001940,2021,
001940,2022,0.07992240160167867
001940,2023,0.08374898898265039
272450,2021,
272450,2022,-0.6690520840742484
272450,2023,1.125236035802177
004710,2022,0.04804933510681947
004710,2023,0.1324991229833557
002900,2021,
002900,2022,0.2926624524477154
002900,2023,0.16804210227116753
002310,2021,
002310,2022,0.11737139516021577
002310,2023,0.09800610843102327
286940,2021,
286940,2022,0.07176005814507672
286940,2023,0.099750770647614
006805,2021,
006805,2022,0.06248485256328764
006805,2023,0.029193728645531433
084690,2021,
084690,2022,0.04380130622855743
084690,2023,0.028536689174183706
011690,2021,
011690,2022,-0.026837769026757424
011690,2023,-0.003744525918821963
900140,2021,-0.040932915286797586
900140,2022,-0.09200883223182472
900140,2023,-0.1025867032189761
024720,2021,
024720,2022,-0.009847360330997503
024720,2023,-0.00610559031912448
005010,2021,
005010,2022,0.2498450101752913
005010,2023,0.07535459802100865
000680,2021,
000680,2022,-0.004343767373079595
000680,2023,0.019186551390115325
033270,2021,
033270,2022,0.1340068808439496
033270,2023,0.13470812483356612
001340,2021,
001340,2022,0.10827493110062801
001340,2023,0.03651455678424893
004430,2021,
004430,2022,0.19327241137847886
004430,2023,0.05020407516420379
017390,2022,0.016853965963288933
017390,2023,0.019085235887442355
123890,2021,
123890,2022,0.1160856093337685
123890,2023,0.1317850071498746
005680,2021,
005680,2022,0.03587890802538922
005680,2023,0.026290095039222344
037270,2021,
037270,2022,0.08163653729370741
037270,2023,0.14115469409223733
004360,2021,
004360,2022,0.10531906474962177
004360,2023,0.06782303414499517
092200,2021,
092200,2022,0.02989898482169919
092200,2023,0.31136879704582043
001460,2021,
001460,2022,0.06842474530257726
001460,2023,0.04506859782769544
003520,2021,
003520,2022,-0.24436400060373523
003520,2023,-0.04318093174207158
128820,2021,
128820,2022,-0.019428363943882147
128820,2023,-0.010478386611874575
096760,2021,
096760,2022,0.20704295761478597
096760,2023,0.16476045290578226
053690,2021,
053690,2022,0.13215110821930157
053690,2023,0.07882331570042633
000490,2021,
000490,2022,0.11213486195462496
000490,2023,0.04406783450465971
003920,2021,
003920,2022,-0.10629746500178924
003920,2023,-0.09429051434013601
475560,2021,
475560,2022,0.15279783285908502
475560,2023,0.17673682372916963
037710,2022,0.07209255989512903
037710,2023,0.059981933872054465
002320,2021,
002320,2022,0.034100694614551806
002320,2023,0.018616693252297957
088260,2022,
088260,2023,
003120,2021,
003120,2022,0.24202776850487887
003120,2023,-0.05035387393567552
003960,2021,
003960,2022,0.14322604622655608
003960,2023,0.1687340226883326
034120,2021,
034120,2022,0.1858131411822128
034120,2023,0.05449333950839465
000320,2021,
000320,2022,0.06340923595653454
000320,2023,0.06307156747481121
003200,2021,
003200,2022,0.12938739880105843
003200,2023,0.009007001182470057
009470,2021,
009470,2022,0.15720997192428246
009470,2023,0.0791616326293508
432320,2023,
241590,2021,
241590,2022,-0.018614567266452837
241590,2023,-0.04997771816239182
334890,2023,
001780,2021,
001780,2022,0.058674471519954564
001780,2023,0.07189338976836879
003070,2021,
003070,2022,0.2569309873469991
003070,2023,0.0005041358518359303
000050,2021,
000050,2022,0.005847493395620206
000050,2023,-0.018023565411437095
134380,2021,
134380,2022,0.12252797278908571
134380,2023,0.15739027652561205
030210,2021,
030210,2022,0.09269188056239619
030210,2023,-0.016554849200848862
044450,2021,
044450,2022,0.11191912381171017
044450,2023,0.041225677073316425
000650,2021,
000650,2022,-0.22569417678627743
000650,2023,-0.210751302711081
404990,2022,
404990,2023,
000540,2021,
000540,2022,0.07993071537417516
000540,2023,0.1492131146382236
035510,2021,
035510,2022,0.23206265976352164
035510,2023,0.081865688884576
226320,2021,
226320,2022,-0.018497650797040598
226320,2023,0.009204089715512242
005950,2021,
005950,2022,0.09070488870713125
005950,2023,-0.13495440605954662
007160,2021,
007160,2022,0.13607685319014776
007160,2023,0.036928520535611846
000430,2021,
000430,2022,0.03898199397727666
000430,2023,0.06171891116556782
004980,2021,
004980,2022,-0.06713082409537326
004980,2023,0.14376443250818843
136490,2021,
136490,2022,0.05468615031596958
136490,2023,0.03259061535139326
001130,2022,0.04482382147313795
001130,2023,0.0849716089702882
084680,2021,
084680,2022,0.0228656314093309
084680,2023,-0.039212991650420824
008350,2021,
008350,2022,0.09108221496065316
008350,2023,-0.0008649986260156451
013890,2021,
013890,2022,0.04690855261802119
013890,2023,0.008462486852579462
004560,2021,
004560,2022,0.04964027077276618
004560,2023,-0.059292341508925595
122900,2021,
122900,2022,0.06208723902572117
122900,2023,0.04313258318116493
004310,2021,
004310,2022,-0.0019014818885789626
004310,2023,0.07150888664767578
033920,2021,
033920,2022,-0.027472674631839878
033920,2023,0.12826095289476497
001790,2021,
001790,2022,0.04752243231809891
001790,2023,0.05966674707563539
013580,2021,
013580,2022,0.08092493982630401
013580,2023,0.06113609746205476
051905,2022,0.04430790533916037
051905,2023,0.02650311137994749
001630,2021,
001630,2022,0.002031625994187776
001630,2023,0.08610879160535402
005500,2021,
005500,2022,0.07951447306771268
005500,2023,0.06993945891220252
010580,2021,
010580,2022,0.1376689666264355
010580,2023,0.01029883110700156
244920,2021,
244920,2022,0.34516368513270307
244920,2023,0.06883469322936074
004380,2021,
004380,2022,0.07901315698038297
004380,2023,0.004766383786253753
298690,2021,
298690,2022,-1.1874457042287339
298690,2023,0.6644608907340815
009680,2021,
009680,2022,0.04991688435385438
009680,2023,0.0626038283336804
033530,2021,
033530,2022,0.004271157973695483
033530,2023,0.009878776742354517
028100,2021,
028100,2022,-0.10293643548562091
028100,2023,0.04541706424362484
210980,2021,
210980,2022,0.10996320556265843
210980,2023,0.1413054272181136
035150,2021,
035150,2022,0.25372786503989003
035150,2023,0.21467195647826612
008490,2021,
008490,2022,0.08065836540446221
008490,2023,0.014448996084070524
117580,2021,
117580,2022,-0.0024073610854710077
117580,2023,0.047165566138015674
025000,2021,
025000,2022,0.04899289665850887
025000,2023,0.10629751909628593
002150,2021,
002150,2022,0.0061745309211329435
002150,2023,0.07695588253061414
000480,2021,
000480,2022,0.059183541386083185
000480,2023,0.0006313599822625832
000390,2021,
000390,2022,0.01876335037384027
000390,2023,0.05326627028187648
348950,2021,
348950,2022,
348950,2023,
016880,2021,
016880,2022,0.10561494473547191
016880,2023,-0.14769560412736785
095570,2021,
095570,2022,0.024475732742004933
095570,2023,0.042231190505905125
012200,2021,
012200,2022,-0.19182909515904692
012200,2023,-0.010186631539066583
003220,2021,
003220,2022,0.12729509446241757
003220,2023,0.09249582650935598
017550,2021,
017550,2022,0.11367381517954978
017550,2023,0.10745337917208589
053210,2021,
053210,2022,0.027137935222350803
053210,2023,-0.12834323175553827
010955,2021,
010955,2022,0.24805736898431527
010955,2023,0.1083095894911225
003547,2021,
003547,2022,0.04332825774442142
003547,2023,0.04693422151586232
003555,2021,
003555,2022,0.07777547500025046
003555,2023,0.0489022062115878
007860,2021,
007860,2022,0.12332505802403479
007860,2023,0.19084955627717198
003350,2021,
003350,2022,0.08536476512280416
003350,2023,0.14582223900603875
031440,2021,
031440,2022,-0.018435389611099782
031440,2023,0.03658298897708613
339770,2021,
339770,2022,0.029838007579535697
339770,2023,0.07847422658167445
044820,2021,
044820,2022,-0.021687991902677197
044820,2023,0.03401301539226859
012610,2021,
012610,2022,0.05921032438096611
012610,2023,-0.045782563231132105
102260,2021,
102260,2022,0.09310368756315572
102260,2023,0.08664632058946348
03473K,2022,0.050875444408768365
03473K,2023,-0.03670872018649288
001080,2021,
001080,2022,0.011724839230522616
001080,2023,-0.017497549746895703
003650,2021,
003650,2022,0.07281218032881963
003650,2023,0.13890914303927174
005960,2021,
005960,2022,0.0686031843060608
005960,2023,-0.007554295794220559
016580,2021,
016580,2022,0.07172574285632877
016580,2023,0.08608792987825083
039570,2021,
039570,2022,0.04771598061689575
039570,2023,0.05072192307797535
000140,2021,
000140,2022,0.053982781122176804
000140,2023,0.0016500671239259989
001045,2022,0.038989320941397725
001045,2023,0.0364209604561911
003460,2021,
003460,2022,0.008420617714559812
003460,2023,0.014608437986454014
102460,2021,
102460,2022,0.030002924050819394
102460,2023,0.014437738710102116
005430,2021,
005430,2022,0.017019708207414976
005430,2023,0.09137808760482184
002100,2021,
002100,2022,0.11560985312002152
002100,2023,0.0797790324927103
234080,2021,
234080,2022,0.10661303515570228
234080,2023,0.18779824252088584
002780,2021,
002780,2022,0.22053103797668455
002780,2023,0.18395794539651464
018470,2021,
018470,2022,0.09538604289395636
018470,2023,-0.0007100558645862838
025820,2021,
025820,2022,0.044970093385520736
025820,2023,0.005185410165985703
003610,2021,
003610,2022,0.02765651398851251
003610,2023,-0.020985261696896015
271980,2021,
271980,2022,-0.08290149725967746
271980,2023,0.031627644730635444
081000,2021,
081000,2022,-0.01673883244705456
081000,2023,0.024842277934277505
007570,2021,
007570,2022,0.08269307034708712
007570,2023,-0.010443205171329304
015230,2021,
