date,div_yield
2004-01-20,1.4427
2004-02-20,1.4599
2004-03-20,1.5824
2004-04-20,1.624
2004-05-20,1.9826
2004-06-20,2.204
2004-07-20,1.6824
2004-08-20,2.2092
2004-09-20,2.0651
2004-10-20,2.0088
2004-11-20,1.9277
2004-12-20,1.78
2005-01-20,1.9032
2005-02-20,1.7847
2005-03-20,1.7643
2005-04-20,1.9046
2005-05-20,1.863
2005-06-20,1.5159
2005-07-20,1.5475
2005-08-20,1.4759
2005-09-20,1.4249
2005-10-20,1.4824
2005-11-20,1.3554
2005-12-20,1.2642
2006-01-20,1.2656
2006-02-20,1.2197
2006-03-20,1.1111
2006-04-20,1.0139
2006-05-20,1.1225
2006-06-20,1.4166
2006-07-20,1.4267
2006-08-20,1.2728
2006-09-20,1.2011
2006-10-20,1.1443
2006-11-20,1.1165
2006-12-20,1.1353
2007-01-20,1.0973
2007-02-20,1.0994
2007-03-20,1.2401
2007-04-20,1.2084
2007-05-20,1.1688
2007-06-20,1.0913
2007-07-20,1.0028
2007-08-20,1.0856
2007-09-20,0.9633
2007-10-20,0.8993
2007-11-20,0.7852
2007-12-20,0.7341
2008-01-20,0.7268
2008-02-20,0.7944
2008-03-20,0.9239
2008-04-20,0.8286
2008-05-20,0.774
2008-06-20,0.9464
2008-07-20,1.0958
2008-08-20,1.0577
2008-09-20,1.1923
2008-10-20,1.6936
2008-11-20,2.0704
2008-12-20,1.6755
2009-01-20,1.8514
2009-02-20,1.9203
2009-03-20,1.823
2009-04-20,1.4791
2009-05-20,1.1263
2009-06-20,1.1597
2009-07-20,1.0474
2009-08-20,1.051
2009-09-20,0.8897
2009-10-20,0.9099
2009-11-20,0.9386
2009-12-20,0.9437
2010-01-20,0.893
2010-02-20,0.962
2010-03-20,0.888
2010-04-20,0.9505
2010-05-20,1.0243
2010-06-20,1.0978
2010-07-20,1.0896
2010-08-20,1.0771
2010-09-20,1.0461
2010-10-20,1.0374
2010-11-20,1.1632
2010-12-20,1.1516
2011-01-20,1.1954
2011-02-20,1.2819
2011-03-20,1.3025
2011-04-20,1.1948
2011-05-20,1.31
2011-06-20,1.361
2011-07-20,1.3532
2011-08-20,1.5529
2011-09-20,1.4721
2011-10-20,1.5089
2011-11-20,1.4784
2011-12-20,1.5272
2012-01-20,1.3698
2012-02-20,1.2633
2012-03-20,1.3744
2012-04-20,1.3428
2012-05-20,1.4549
2012-06-20,1.4951
2012-07-20,1.5099
2012-08-20,1.4642
2012-09-20,1.4209
2012-10-20,1.4006
2012-11-20,1.4887
2012-12-20,1.3903
2013-01-20,1.3523
2013-02-20,1.3853
2013-03-20,1.4519
2013-04-20,1.4619
2013-05-20,1.3786
2013-06-20,1.5171
2013-07-20,1.4649
2013-08-20,1.6138
2013-09-20,1.455
2013-10-20,1.42
2013-11-20,1.4363
2013-12-20,1.4028
2014-01-20,1.4438
2014-02-20,1.524
2014-03-20,1.4432
2014-04-20,1.3944
2014-05-20,1.3207
2014-06-20,1.394
2014-07-20,1.4404
2014-08-20,1.585
2014-09-20,1.4742
2014-10-20,1.5607
2014-11-20,1.4561
2014-12-20,1.5192
2015-01-20,1.4381
2015-02-20,1.3826
