date,div_yield
2004-01-20,1.1257
2004-02-20,1.0398
2004-03-20,1.0076
2004-04-20,1.0266
2004-05-20,1.1389
2004-06-20,1.4502
2004-07-20,1.4759
2004-08-20,1.6109
2004-09-20,1.4701
2004-10-20,1.6606
2004-11-20,1.6304
2004-12-20,1.767
2005-01-20,1.8572
2005-02-20,1.7745
2005-03-20,1.7909
2005-04-20,1.8605
2005-05-20,2.0005
2005-06-20,2.2534
2005-07-20,2.45
2005-08-20,2.374
2005-09-20,2.2876
2005-10-20,2.4557
2005-11-20,2.5737
2005-12-20,2.5346
2006-01-20,2.3828
2006-02-20,2.3712
2006-03-20,2.3683
2006-04-20,2.2665
2006-05-20,1.8931
2006-06-20,1.9469
2006-07-20,1.6126
2006-08-20,1.6502
2006-09-20,1.519
2006-10-20,1.5662
2006-11-20,1.1193
2006-12-20,0.9716
2007-01-20,0.8056
2007-02-20,0.6724
2007-03-20,0.6134
2007-04-20,0.5026
2007-05-20,0.4329
2007-06-20,0.4768
2007-07-20,0.6431
2007-08-20,0.553
2007-09-20,0.4979
2007-10-20,0.4521
2007-11-20,0.3459
2007-12-20,0.3584
2008-01-20,0.3603
2008-02-20,0.4078
2008-03-20,0.4914
2008-04-20,0.6141
2008-05-20,0.5683
2008-06-20,1.2185
2008-07-20,1.3087
2008-08-20,1.4673
2008-09-20,1.9828
2008-10-20,2.0948
2008-11-20,2.0645
2008-12-20,2.0551
2009-01-20,2.0818
2009-02-20,1.8106
2009-03-20,1.8153
2009-04-20,1.6236
2009-05-20,1.5618
2009-06-20,1.4159
2009-07-20,1.2638
2009-08-20,1.3874
2009-09-20,1.3462
2009-10-20,1.2999
2009-11-20,1.2214
2009-12-20,1.2841
2010-01-20,1.267
2010-02-20,1.3164
2010-03-20,1.2851
2010-04-20,1.3126
2010-05-20,1.5378
2010-06-20,1.5852
2010-07-20,1.7131
2010-08-20,1.5417
2010-09-20,1.6022
2010-10-20,1.3793
2010-11-20,1.4539
2010-12-20,1.4657
2011-01-20,1.5598
2011-02-20,1.4321
2011-03-20,1.3978
2011-04-20,1.3616
2011-05-20,1.4294
2011-06-20,1.8398
2011-07-20,1.732
2011-08-20,1.919
2011-09-20,1.9819
2011-10-20,2.0809
2011-11-20,2.0068
2011-12-20,2.1941
2012-01-20,2.0856
2012-02-20,2.0463
2012-03-20,2.0299
2012-04-20,1.983
2012-05-20,2.0473
2012-06-20,2.3495
2012-07-20,2.6126
2012-08-20,2.7199
2012-09-20,2.8075
2012-10-20,2.6606
2012-11-20,2.8124
2012-12-20,2.606
2013-01-20,2.4312
2013-02-20,2.3474
2013-03-20,2.4385
2013-04-20,2.5201
2013-05-20,2.4581
2013-06-20,2.7978
2013-07-20,3.1238
2013-08-20,3.0375
2013-09-20,2.8413
2013-10-20,2.835
2013-11-20,2.8126
2013-12-20,2.9762
2014-01-20,3.0945
2014-02-20,2.8692
2014-03-20,3.0557
2014-04-20,2.9036
2014-05-20,3.0291
2014-06-20,3.0983
2014-07-20,3.2681
2014-08-20,3.0373
2014-09-20,2.8969
2014-10-20,2.8505
2014-11-20,2.7177
2014-12-20,2.1415
2015-01-20,2.0967
2015-02-20,2.0326
