date,div_yield
2004-01-16,1.5196
2004-02-16,1.5345
2004-03-16,1.6082
2004-04-16,1.5831
2004-05-16,1.6706
2004-06-16,1.6332
2004-07-16,1.6911
2004-08-16,1.7428
2004-09-16,1.7041
2004-10-16,1.7342
2004-11-16,1.9653
2004-12-16,1.9401
2005-01-16,1.9836
2005-02-16,1.9532
2005-03-16,2.009
2005-04-16,2.0933
2005-05-16,2.0682
2005-06-16,2.0104
2005-07-16,1.9909
2005-08-16,2.0306
2005-09-16,2.0172
2005-10-16,2.1081
2005-11-16,1.807
2005-12-16,1.7693
2006-01-16,1.7556
2006-02-16,1.7782
2006-03-16,1.7719
2006-04-16,1.7931
2006-05-16,1.8066
2006-06-16,1.8855
2006-07-16,1.9168
2006-08-16,1.8522
2006-09-16,1.8328
2006-10-16,1.7798
2006-11-16,1.767
2006-12-16,1.7487
2007-01-16,1.7649
2007-02-16,1.7498
2007-03-16,1.8525
2007-04-16,1.7897
2007-05-16,1.7563
2007-06-16,1.7403
2007-07-16,1.7379
2007-08-16,1.9397
2007-09-16,1.8654
2007-10-16,1.8056
2007-11-16,1.9291
2007-12-16,1.9357
2008-01-16,2.0786
2008-02-16,2.1203
2008-03-16,2.247
2008-04-16,2.1227
2008-05-16,2.0391
2008-06-16,2.133
2008-07-16,2.3541
2008-08-16,2.2462
2008-09-16,2.3717
2008-10-16,3.048
2008-11-16,3.3036
2008-12-16,3.1246
2009-01-16,3.3289
2009-02-16,3.4063
2009-03-16,3.6282
2009-04-16,3.2983
2009-05-16,3.1919
2009-06-16,3.0391
2009-07-16,2.8942
2009-08-16,2.6877
2009-09-16,2.4153
2009-10-16,2.313
2009-11-16,2.236
2009-12-16,2.174
2010-01-16,2.0621
2010-02-16,2.0861
2010-03-16,1.8496
2010-04-16,1.8042
2010-05-16,1.9031
2010-06-16,1.9561
2010-07-16,2.0689
2010-08-16,2.0604
2010-09-16,2.0011
2010-10-16,1.9487
2010-11-16,1.9614
2010-12-16,1.8967
2011-01-16,1.8289
2011-02-16,1.7867
2011-03-16,1.921
2011-04-16,1.8568
2011-05-16,1.867
2011-06-16,1.9876
2011-07-16,1.9356
2011-08-16,2.1527
2011-09-16,2.1391
2011-10-16,2.1167
2011-11-16,2.1269
2011-12-16,2.1728
2012-01-16,2.0778
2012-02-16,2.0094
2012-03-16,1.9635
2012-04-16,2.027
2012-05-16,2.1145
2012-06-16,2.1135
2012-07-16,2.1215
2012-08-16,2.0809
2012-09-16,2.0275
2012-10-16,2.0633
2012-11-16,2.2753
2012-12-16,2.2471
2013-01-16,2.1758
2013-02-16,2.1504
2013-03-16,2.1131
2013-04-16,2.1018
2013-05-16,2.0476
2013-06-16,2.0987
2013-07-16,2.0563
2013-08-16,2.1063
2013-09-16,2.0715
