date,div_yield
2004-01-20,3.1373
2004-02-20,3.0749
2004-03-20,3.0034
2004-04-20,2.9971
2004-05-20,3.262
2004-06-20,3.2685
2004-07-20,3.4969
2004-08-20,3.0968
2004-09-20,2.9472
2004-10-20,3.0225
2004-11-20,2.7937
2004-12-20,2.7853
2005-01-20,3.0611
2005-02-20,2.8081
2005-03-20,2.8994
2005-04-20,3.202
2005-05-20,3.1006
2005-06-20,3.0107
2005-07-20,3.0106
2005-08-20,2.8558
2005-09-20,2.8633
2005-10-20,2.9789
2005-11-20,2.6893
2005-12-20,2.65
2006-01-20,2.4995
2006-02-20,2.3625
2006-03-20,2.3732
2006-04-20,2.3315
2006-05-20,2.4712
2006-06-20,2.5505
2006-07-20,2.5666
2006-08-20,2.5434
2006-09-20,2.6768
2006-10-20,2.6152
2006-11-20,2.5544
2006-12-20,2.4244
2007-01-20,2.3972
2007-02-20,2.2732
2007-03-20,2.5537
2007-04-20,2.4475
2007-05-20,2.4862
2007-06-20,2.4825
2007-07-20,2.5425
2007-08-20,2.9342
2007-09-20,2.8306
2007-10-20,2.8557
2007-11-20,2.8768
2007-12-20,2.9664
2008-01-20,3.1456
2008-02-20,2.9521
2008-03-20,2.9206
2008-04-20,2.7604
2008-05-20,2.5899
2008-06-20,2.873
2008-07-20,3.0439
2008-08-20,3.2704
2008-09-20,3.625
2008-10-20,4.9365
2008-11-20,5.3093
2008-12-20,4.5813
2009-01-20,4.6876
2009-02-20,4.7751
2009-03-20,4.3952
2009-04-20,4.5318
2009-05-20,4.0205
2009-06-20,4.0551
2009-07-20,3.7326
2009-08-20,3.4873
2009-09-20,2.8408
2009-10-20,2.6541
2009-11-20,2.6356
2009-12-20,2.5814
2010-01-20,2.4979
2010-02-20,2.5189
2010-03-20,2.3769
2010-04-20,2.4259
2010-05-20,2.5813
2010-06-20,2.4306
2010-07-20,2.524
2010-08-20,2.5494
2010-09-20,2.6205
2010-10-20,2.621
2010-11-20,2.5101
2010-12-20,2.5426
2011-01-20,2.5177
2011-02-20,2.5018
2011-03-20,2.7495
2011-04-20,2.7861
2011-05-20,2.8568
2011-06-20,2.9422
2011-07-20,2.875
2011-08-20,3.0768
2011-09-20,3.1322
2011-10-20,3.4541
2011-11-20,3.3559
2011-12-20,3.4014
2012-01-20,3.2586
2012-02-20,3.2234
2012-03-20,3.2764
2012-04-20,3.584
2012-05-20,3.663
2012-06-20,3.4943
2012-07-20,3.5952
2012-08-20,3.4576
2012-09-20,3.4406
2012-10-20,3.4305
2012-11-20,3.3894
2012-12-20,3.2434
2013-01-20,3.2318
2013-02-20,3.2535
2013-03-20,3.1593
2013-04-20,3.332
2013-05-20,3.2921
2013-06-20,3.4154
2013-07-20,3.29
2013-08-20,3.147
2013-09-20,2.9682
2013-10-20,2.9093
2013-11-20,3.0351
2013-12-20,3.0449
2014-01-20,2.955
2014-02-20,2.9931
2014-03-20,2.9547
2014-04-20,3.0929
2014-05-20,2.9477
2014-06-20,2.8899
2014-07-20,2.8819
2014-08-20,2.8263
2014-09-20,2.8595
2014-10-20,3.1428
2014-11-20,2.9307
2014-12-20,2.9395
2015-01-20,2.9175
2015-02-20,2.7298
2015-03-20,2.7037
2015-04-20,2.7235
2015-05-20,2.7755
2015-06-20,2.8849
2015-07-20,2.8045
2015-08-20,3.029
2015-09-20,2.9975
2015-10-20,2.8611
2015-11-20,2.8836
2015-12-20,3.1502
2016-01-20,3.4333
2016-02-20,3.1935
2016-03-20,2.8451
2016-04-20,2.8731
2016-05-20,3.0167
2016-06-20,2.8709
2016-07-20,2.7623
2016-08-20,2.7503
2016-09-20,2.8537
2016-10-20,2.9035
2016-11-20,3.0064
2016-12-20,3.0545
2017-01-20,2.9885
2017-02-20,2.9748
2017-03-20,2.8002
2017-04-20,2.754
2017-05-20,2.6422
2017-06-20,2.8861
2017-07-20,2.6662
2017-08-20,2.6084
2017-09-20,2.6637
2017-10-20,2.5834
2017-11-20,2.4129
2017-12-20,2.5839
2018-01-20,2.4581
2018-02-20,2.571
2018-03-20,2.6678
2018-04-20,2.8171
2018-05-20,2.9023
2018-06-20,2.9526
2018-07-20,2.7937
2018-08-20,2.8563
2018-09-20,3.0763
2018-10-20,3.3996
2018-11-20,3.405
2018-12-20,3.3258
2019-01-20,3.1709
2019-02-20,3.1558
2019-03-20,3.0942
2019-04-20,2.9424
2019-05-20,3.1301
2019-06-20,2.882
2019-07-20,2.9664
2019-08-20,3.2067
2019-09-20,3.3223
2019-10-20,3.4417
2019-11-20,3.2612
2019-12-20,3.0689
2020-01-20,3.0146
2020-02-20,3.0304
2020-03-20,4.5058
2020-04-20,3.7127
2020-05-20,3.4057
2020-06-20,3.0496
2020-07-20,2.8759
2020-08-20,2.966
2020-09-20,2.5384
2020-10-20,2.2553
2020-11-20,2.1007
2020-12-20,2.0299
2021-01-20,1.9395
2021-02-20,1.829
2021-03-20,2.3934
2021-04-20,1.9393
2021-05-20,2.0617
2021-06-20,2.0428
2021-07-20,2.134
2021-08-20,2.7904
2021-09-20,3.3251
2021-10-20,3.6082
2021-11-20,3.6081
2021-12-20,3.6783
2022-01-20,3.4157
2022-02-20,3.3007
2022-03-20,3.1846
2022-04-20,3.862
2022-05-20,4.1435
2022-06-20,4.2579
2022-07-20,4.254
2022-08-20,3.968
2022-09-20,4.5157
2022-10-20,4.7345
2022-11-20,4.3249
2022-12-20,4.337
2023-01-20,4.0416
2023-02-20,4.1231
2023-03-20,4.4733
2023-04-20,4.2764
2023-05-20,4.4325
2023-06-20,4.3492
2023-07-20,4.2759
2023-08-20,4.4383
2023-09-20,4.3555
2023-10-20,4.44
2023-11-20,4.2601
2023-12-20,3.9649
2024-01-20,4.1297
2024-02-20,4.0667
2024-03-20,4.0183
2024-04-20,3.8337
2024-05-20,3.5517
2024-06-20,3.5592
2024-07-20,3.5604
2024-08-20,3.3455
2024-09-20,3.168
2024-10-20,3.0825
2024-11-20,3.1867
2024-12-20,3.2835
2025-01-20,3.2794
2025-02-20,3.0662
2025-03-20,3.06
2025-04-20,3.0798
2025-05-20,3.1386
2025-06-20,3.1248
2025-07-20,3.0077
2025-08-20,3.0874
2025-09-20,2.9772
2025-10-20,2.8592
2025-11-20,2.8622
2025-12-20,2.8032
2026-01-20,2.6333
2026-02-20,2.5952
2026-03-20,3.4349
2026-04-20,3.4272
