ticker,PX_TO_BOOK_RATIO,PE_RATIO,RETURN_COM_EQY,RETURN_ON_ASSET,EQY_FLOAT_PCT,CUR_MKT_CAP,EQY_DVD_YLD_IND,TOT_DEBT_TO_TOT_EQY,BS_TOT_ASSET,SALES_GROWTH,CASH_AND_NEAR_CASH_ITEM,DVD_SH_12M
402340,0.4239896780775524,,-0.08038678906446914,-0.06414298757773092,67.80404574524378,144725348712448.0,14.000000000000002,0.9639497984091256,17970008000000.0,-19.892280501040876,1270893000000.0,
005930,1.195243057876336,29.17076762926707,0.041446129034146656,0.032009096692103445,94.93816607930515,1763122192842752.0,55.00000000000001,3.5913734466643232,455905980000000.0,-14.325404881875926,69080893000000.0,1444.0
000660,1.7765304886624513,,-0.1560739583169194,-0.08924929641983302,78.52663936921009,1194856546304000.0,18.0,60.740006150909224,100330165000000.0,-26.569772267975882,7587329000000.0,1200.0
005935,0.13257172060136116,3.235508318070098,0.041446129034146656,0.032009096692103445,682.030718642329,1205515715608576.0,81.0,3.5913734466643232,455905980000000.0,-14.325404881875926,69080893000000.0,1445.0
005380,0.3660390317390304,2.8304988453500424,0.13682527583407714,0.044450344541705315,96.06938166657186,160504286806016.0,163.0,136.0108306283628,282463355000000.0,14.42975591057733,19166619000000.0,3000.0
329180,2.39380341766632,504.96439290219143,0.004704232961120011,0.001477190022608828,30.763658674905898,69064483405824.0,118.0,60.837186854068534,17133618109000.0,32.26412910703523,928043107000.0,0.0
373220,4.853608358269423,79.24958373074249,0.06355454631943776,0.029549328788637426,20.154,111501000048640.0,,54.11852029844003,45437144000000.0,31.825405044469406,5068783000000.0,
034020,1.3981704728136275,178.98661779668333,0.007813841915703949,0.0023316117465647514,69.24504946951417,82831606808576.0,,73.36619097135726,24640834000000.0,14.06407981886853,2620187000000.0,0.0
028260,0.5818411361224703,8.980402544063761,0.07282780711336696,0.035461859353444126,54.15772280650841,69135857876992.0,66.0,14.992618648577652,66127029212670.0,-2.9330947359254442,3119516302890.0,2550.0
009150,1.375259951278835,25.51713763413068,0.054978686479533,0.03733885792542995,79.57363730687183,69050185023488.0,26.0,20.343675071788976,11657871601840.0,-5.646315418197142,1669189597130.0,1150.0
207940,5.574896567119278,63.89709037057933,0.09117117315759111,0.05257354378164818,71.31055052206639,68140281102336.0,,19.422552779078057,16046197209190.0,23.099812704725466,367937365040.0,
012450,2.1028814496125814,9.075998876007665,0.2560435466306131,0.04712587709525705,62.650999669807575,67243564072960.0,54.0,118.1857969517113,19542899925700.0,11.745714014309822,1806358649280.0,1973.0332
105560,0.2904627650174096,3.5838313564901148,0.08414228269582766,0.006543583083658666,98.39109829493005,57353009364992.0,284.0,214.11756938514324,715725416000000.0,18.54485868825115,30787443000000.0,1530.0
000270,0.6637382680401297,3.520417493656586,0.2043762276266702,0.11373640992172862,60.678674691287384,63933918478336.0,413.0,8.866637205948464,80627826000000.0,15.306769441695101,14353142000000.0,0.0
032830,0.25885378701410455,5.795981078816155,0.04616342655600732,0.006205092379000642,52.01199997021854,52974562836480.0,180.0,46.22653166886863,314655050000000.0,21.02055222158614,7377872000000.0,3700.0
006400,1.8497867492774402,17.042589953840952,0.11482135975536943,0.06249829177558928,78.54375414112117,53354281566208.0,36.0,31.325890589179313,34038860192960.0,6.523128388947792,1524461361450.0,977.12604
267260,2.921235076171905,11.814927517711176,0.27706167267980697,0.09696668890938118,64.32900123313881,50497763409920.0,60.0,70.85548768702884,2910160077690.0,28.429555513889394,176097890080.0,1000.0
010120,1.253833262441243,10.426828452361061,0.12611456949008656,0.05838169119090333,51.0241230067342,46569814491136.0,19.0,57.69456886501282,3732891934230.0,25.270792671400006,583925062420.0,560.0
055550,0.29835652164299964,3.6693553417301055,0.08363686958245345,0.006441443749478089,95.49641638180675,46516127399936.0,282.0,235.42630633048213,691795333000000.0,13.462289273659886,35765819000000.0,1575.0
012330,0.463270211273286,5.500095661279856,0.0872741682126123,0.06004982273270279,64.4302549580776,45392917954560.0,128.0,6.769172872120379,58585845000000.0,14.15641066874107,5079414000000.0,1000.0
006800,0.2652911197985696,9.142032775083647,0.029193728645531433,0.002742112671500358,75.87472707977092,46310791053312.0,38.0,283.71267184627953,128206948648960.0,-10.950809291831654,14759700888000.0,0.0
005490,0.5994068827486381,19.11180722404161,0.03185405779176872,0.016938989377115632,102.48302352986704,38813158080512.0,190.0,49.67036019808086,101486316000000.0,-9.349092866825806,6670879000000.0,7500.0
068270,2.5505468359016557,80.85539617417896,0.05072413475762127,0.04144524174058237,65.06263770891576,43392415301632.0,38.0,11.132768680117781,19956813831270.0,-4.7082959776484055,564611719560.0,457.87546
298040,1.4233862249094318,13.258055422007565,0.11288467936709311,0.02453411578046282,45.89999872204349,40953037455360.0,16.0,122.50909372331853,4761300218430.0,22.518381131041647,277804610270.0,2500.0
034730,0.40838252592574187,,-0.03670872018649288,-0.0038697095720690976,66.48899956061777,29987103047680.0,145.0,406.2726537356573,206970264000000.0,-2.484026383109051,22683670000000.0,1500.0
042660,1.7851806096394915,48.0941632200925,0.0632907812260056,0.012214153911155603,46.427967151494855,38631716683776.0,,52.602276149888226,13944772692390.0,52.429696311475546,1799307748620.0,0.0
086790,0.24441687036173354,2.8103389926465048,0.0900699048145258,0.005896812900303613,99.1991080153121,33937072062464.0,362.0,246.90581257025653,591925995000000.0,10.283816330987865,34480458000000.0,1800.0
042700,9.63523444185218,20.625177100863972,0.5554444878935905,0.4531058145274904,43.97900026400851,36992670760960.0,21.0,0.19505547329580195,723839103740.0,-51.46142156615527,179732421450.0,0.0
035420,1.4146127189542106,32.42800001287315,0.044061740618408216,0.029074297272390373,100.05551801179544,32139236081664.0,122.0,18.00773894881837,35737826964390.0,17.64660557587282,3576456533320.0,1205.0
051910,1.044107245657713,25.125004213668824,0.04204101878823554,0.01839668928019556,75.93619398455705,33619156402176.0,47.0,68.11537618654967,77466694000000.0,8.368501255441714,9084899000000.0,3500.0
010130,0.9004643434250471,16.036759436522477,0.057208610902857816,0.043676417626338414,27.509839131221923,28348101165056.0,160.0,9.859904806641708,12046071311650.0,-13.501995177037108,676775222860.0,15000.0
009540,0.7594024183426087,33.922026639962226,0.022602111548142997,0.0071374575298158455,64.86500035424069,31963014496256.0,200.99999999999997,40.529896062482976,32242568184000.0,23.085081084709184,3018390965000.0,0.0
015760,0.32276014321102114,,-0.12626053896613948,-0.020326011197349867,47.399999922425565,28278517661696.0,350.0,383.42738213481846,239714965000000.0,23.99906478074512,4342887000000.0,0.0
000150,0.7340814260575073,,-0.22740525699719252,-0.014222074308316499,78.14994894123159,29559424548864.0,28.999999999999996,480.69031717425344,28286809000000.0,12.558249140101694,3539167000000.0,0.0
010140,1.8623507621139117,,-0.04215984565170964,-0.009856891625646342,72.06868998200076,27290104758272.0,,107.03386465440934,15593389152390.0,34.73301873308468,583811700100.0,0.0
003670,12.483408171600272,1021.4614636413245,0.011914884576276558,0.005235513446605497,41.50600097695028,25794392883200.0,9.0,127.40928766562361,6334593297870.0,44.15484122780372,389579199480.0,0.0
066570,0.7883726224060078,21.74654255416457,0.03688359391406369,0.01235564889444983,75.41303049237086,27676238675968.0,88.0,73.80633391091493,60240793000000.0,-1.4432642965717433,8487563000000.0,800.0
064350,1.7451282837611841,18.20531584524298,0.10063602823993827,0.03199644663406635,66.2269996471487,24338732417024.0,27.0,35.41533687771826,5241484775000.0,13.40476690515962,396141243000.0,100.0
316140,0.2423589523104926,3.06218902400237,0.08295041147447993,0.005122838915518351,98.19331421058308,24014625964032.0,420.0,237.1019836149951,498004936000000.0,3.2554925931665486,30556618000000.0,360.0
267250,0.5649656262535561,15.6526671730762,0.03570968534000662,0.003960662171355065,63.34300054493923,20423177666560.0,180.0,269.30048036486,67982820888000.0,0.7915157588406126,4400502623000.0,3700.0
096770,0.9817862296485705,85.06649091453586,0.012244864485757982,0.003461569531835721,41.997171934835016,22509902626816.0,184.0,137.5285619113291,80835513251000.0,-0.9844782404156758,13074425609000.0,0.0
272210,1.596528336238885,9.782564988581571,0.16869954391741288,0.08286344270191129,39.14700006221079,21672520318976.0,43.0,15.42577023684795,4483210824740.0,12.089445157398847,476088816040.0,280.0
000810,0.5374437938402259,4.762606030363371,0.12711990305266022,0.02193327765050999,88.15631981845269,21212247883776.0,391.0,,85019029989420.0,5.787842622669434,1741176013300.0,0.0
033780,0.9477037520666421,9.632196815063622,0.09763759955422509,0.07199935806444306,86.84150083061667,19074459369472.0,331.0,6.598662256571407,12772452000000.0,0.19144116815684983,1031953000000.0,5200.0
035720,2.5714485329557353,,-0.10255007460626742,-0.04206384219504126,69.6144358339158,20271457107968.0,16.0,45.899957226688706,25179968939320.0,11.152950069734683,5389190634440.0,0.0
017670,0.8405802215677678,8.75394158446239,0.09632213617378607,0.03560656695571587,69.11895713340098,19915582996480.0,266.0,93.55615913747297,30119227000000.0,1.7540506997612768,1454978000000.0,3540.0
011200,0.8487444243729142,18.787065092020043,0.04588296702621257,0.03741056734197602,29.486999977322796,19430702579712.0,340.0,14.119292148894749,25713363000000.0,-54.79162148592487,3249802000000.0,700.0
086280,0.8032898872172932,5.8709012518009205,0.14514821798996413,0.07419784996281291,54.086,18825001041920.0,231.0,44.93211184213386,14725019903930.0,-4.813170024914288,2290825258000.0,0.0
138040,0.9720148128633587,4.561655993022627,0.2811188056007016,0.021355726637360278,41.77206124827743,18537701703680.0,103.0,180.16753456338063,102235842680180.0,-1.160009734289596,4928102291700.0,2360.0
079550,2.577398531540678,15.50248823522127,0.1760591609566005,0.05124478300604179,61.27278470147973,18350010793984.0,35.0,23.958487434103034,3815758833280.0,3.9544816189701266,445436760870.0,1950.0
000720,0.4500340918225077,6.832884888453341,0.06773594025226552,0.024017458980321493,66.0214475649285,18435314548736.0,49.0,29.45530046698574,23714495000000.0,39.607526351656816,4205665000000.0,0.0
024110,0.2400077878458496,2.8459638259210753,0.08789027102862351,0.006070131131223722,40.267000016943264,17383883276288.0,480.99999999999994,716.2896534796789,448427279000000.0,10.070440795064043,28333592000000.0,0.0
003550,0.4300574656510508,8.909583367540971,0.0489022062115878,0.04212012664835678,62.72587801667078,16792728633344.0,285.0,2.295261606135455,30253085000000.0,3.6090936429470304,778904000000.0,3100.0
006260,0.5031576283795046,5.463251930012462,0.09630852731107914,0.024559062239548932,59.91828419230455,15060053262336.0,46.0,161.00729920222543,18245954000000.0,39.95923582289703,1701163000000.0,1600.0
047810,3.2817940414432254,23.401147673506664,0.14810340030706454,0.030045950291601894,67.4189996016111,16258847211520.0,30.0,39.86145420725353,7139576928720.0,37.04691379805628,658119624490.0,500.0
278470,,,0.5505865760654941,0.3466796054038713,65.08195983482626,16248160124928.0,127.0,11.291662845736283,287309488240.0,31.710294590394085,125334572530.0,0.0
307950,3.2377906559393215,37.13210164275267,0.09008034197635724,0.05044007913300412,24.542998687676484,16234484596736.0,32.0,12.572655735743176,2843057165000.0,11.272689375446335,482644959000.0,0.0
071050,0.32293602439884933,3.824982968688997,0.08807910545121345,0.007759975544101055,87.99291705475277,15679530991616.0,324.0,407.71430692860423,95901185591110.0,37.442128892843684,13844783516000.0,2650.0
030200,0.43987463599125765,7.4088266611232365,0.05958622597643923,0.023712287553079914,88.66893989358009,14280178008064.0,405.0,61.07465631566181,42791647000000.0,2.5287634724717623,2879554000000.0,1960.0
011070,1.128790855192951,9.415713533265379,0.1258747549340584,0.05383396914227591,59.1930015698193,14766653308928.0,30.0,58.53833047883914,11204305524020.0,5.185866168410492,1389646340000.0,2610.0
018260,1.4123796172652405,17.634854171513485,0.08215315249651771,0.057134196187820056,59.95292887854207,13567221825536.0,182.0,10.023369076057222,12321024561020.0,-22.964681466020153,1787694554180.0,2700.0
047050,1.49010216014869,13.495580335894735,0.13362632326510485,0.04626098169281513,26.893000065176647,13294669660160.0,237.0,101.71727055599808,16617748008000.0,-12.78446850703212,1136862750000.0,0.0
047040,0.4163787313794275,3.2921589630868713,0.13187777792693775,0.0457221134214286,47.90399992484528,13497596379136.0,,66.85328290088819,11243136483400.0,11.79155965983047,981645297760.0,0.0
001440,1.7878560629078026,23.71033998996791,0.07833494114709748,0.04036551051940215,57.89176657214895,13431358881792.0,,44.72987539895234,1878565100000.0,16.054954325025466,289331472000.0,0.0
0126Z0,,,,,,,,,,,,
010950,0.8627052778520748,8.217074836466102,0.1083095894911225,0.046072594946964085,39.66455637376625,13597930422272.0,28.000000000000004,64.57420776503405,21576123000000.0,-15.830301011910938,1963279000000.0,1700.0
005940,0.3976974026456768,5.440271615651117,0.0750163193254517,0.010105500818334173,,13732881104896.0,355.0,195.8002459083481,56697893000000.0,29.97943046800915,9291408000000.0,0.0
259960,1.6141791940270787,15.0594786394436,0.11164113493935796,0.09542395566588563,61.044422236583316,12311520608256.0,82.0,3.6684550778341243,6440456619590.0,3.0506795517689635,721048785940.0,0.0
016360,0.44293329449844876,5.358764889852194,0.08540791520700212,0.009920708661433322,70.023,12251960442880.0,292.0,122.71679580569561,56507909508830.0,17.53566401002093,14326316267000.0,2200.0
028050,1.313515810970915,6.052085272148485,0.24449103009138992,0.09633387986337315,,12230399623168.0,127.0,4.103059794939577,7801398613120.0,5.674893687064015,915023632640.0,0.0
323410,1.9782568227867299,34.099635670874584,0.059987810158944575,0.0075509788729095145,,11268234674176.0,192.0,1.906175758382162,54488157000000.0,26.958315510603946,2733244000000.0,150.0
039490,0.4548850733434715,5.06795696244151,0.09266103518273357,0.008718329740244784,57.070098196687965,11716643520512.0,254.0,209.92353311855743,52046420344890.0,36.254837407233396,14300945917000.0,3000.0
443060,,,0.7158787217030098,0.25690550863731676,33.35441828801217,10781936582656.0,173.0,60.75475799296011,656618146490.0,7.247315042516121,95712021390.0,0.0
352820,3.4984493748176826,54.54308108827745,0.06581977581184244,0.036658397502373964,53.82879876804554,10534568067072.0,20.0,37.87739637529406,5345681487000.0,22.629471303201896,357864096000.0,700.0
005830,0.3975784231516213,2.340908641191773,0.15625621373478685,0.02954850179069813,74.49499961817817,9981915037696.0,462.0,12.481911487098763,60040428590950.0,7.147441761592778,1547601203000.0,0.0
007660,7.81067928624492,43.662729213887815,0.19514390700995088,0.08140736402162049,73.49099981570436,10358040297472.0,16.0,86.05987992743856,626436318500.0,5.04140414922669,47962800860.0,95.47287
003230,2.8798217554798002,12.882591543325194,0.24811358646148873,0.1205233992898867,56.26500376501985,10143053905920.0,38.0,60.46859091272496,1170302770890.0,31.22845056645715,218684811270.0,2100.0
062040,,,0.46183643133376834,0.24150957187340477,53.99773072230797,10113736769536.0,38.0,14.514308804544878,191302264420.0,99.24737235409465,21183848950.0,
000880,0.1521108642541847,4.313999474485942,0.03522370324069364,0.0018710395723591019,32.52003063560697,12572727181312.0,78.0,283.44415526406874,209738149000000.0,4.417815717028473,8528739000000.0,750.0
003490,0.8355074468888587,7.500286011809511,0.11459550940127092,0.03573580176597771,71.67958143353246,9990413746176.0,277.0,114.91568593532675,30391776029650.0,14.299714302879366,622787378170.0,750.0
005387,0.03399176762273358,0.2628508182595959,0.13682527583407714,0.044450344541705315,567.6492284930456,71087949873152.0,372.0,136.0108306283628,282463355000000.0,14.42975591057733,19166619000000.0,3000.0
267270,1.5042312425617108,17.009011984848165,0.09172934927962519,0.04133658922619505,23.194010693956496,8879574351872.0,30.0,51.71198874017393,3296953373000.0,8.79946256730195,427663865000.0,700.0
009830,0.7492319673044306,,-0.01655602536540582,-0.005801395002733351,,8130534047744.0,112.99999999999999,117.77978246193163,24790423705500.0,-0.39766727389736256,1958054672540.0,300.0
066970,7.245556206135641,,-0.1635026974506761,-0.060957796610139815,78.64058490828376,7359431180288.0,,165.3113280022389,3351444610580.0,19.468471127637184,241265504590.0,0.0
000500,1.0261952338509297,18.97842633450175,0.05645434512757131,0.023033144115601048,18.360997913633557,7891066028032.0,2.0,56.462106961057536,801805532000.0,5.7998435684810445,71011596000.0,0.0
326030,26.55656181339349,,-0.1095644242055808,-0.047401717668325474,49.758000083000006,7784336719872.0,,62.7629905213038,723170577180.0,44.15989280129364,239700042440.0,
377300,3.3101453223833164,2469.262677868471,0.0013662069834176336,0.0006896112656299437,26.750344017447876,7707781758976.0,,5.8161243197449695,3966486618370.0,18.029340959633032,1257257788750.0,
161390,0.5224241152443229,6.929100910381534,0.0784567101940034,0.05683385529403696,55.485999598667924,7575501275136.0,370.0,12.214422468265628,12763305688360.0,6.497560716815409,2243874564540.0,1300.0
180640,1.8710102291296058,13.328750349829079,0.1478569074129975,0.10003615990357442,30.534222775708418,7678082940928.0,32.0,22.46326314977512,3784921894230.0,37.63213030052635,43967634210.0,300.0
090430,1.524544036834205,41.460977673003754,0.03714741640457815,0.03081747333356364,66.54569535725005,8919123492864.0,96.0,7.154025780911967,5886510888700.0,-11.14816064373379,506379386490.0,910.0
078930,0.25160334805366563,2.601824807527304,0.10048063645026631,0.038047047281255866,47.87697724200727,7517208313856.0,378.0,85.83433878532676,34448425000000.0,-9.110532023548803,2222015000000.0,2500.0
000990,1.1591589109239226,7.635956021232942,0.1565390776677285,0.12621977733208517,70.62305111035573,6765621018624.0,48.0,6.31896597800324,2043378694130.0,-30.86314870143302,253329763800.0,580.0
