benchmark,n,mean,nw_se,t_stat,ci_lower,ci_upper
TOPIX,252,-0.17654563492063496,0.054607638204855535,-3.2329842623542926,-0.28409320646772507,-0.06899806337354485
MSCI_EM,252,-0.6011912698412698,0.05830169295245316,-10.31172920367098,-0.7160141352909407,-0.4863684043915989
